Since	the	F10.7	(3-month	avg)	of	the	requested	date	is	not	yet	"available,"	the	value	of	F10.7	(daily)	is	used	instead	as	the	value	of	F10.7	(3-monthavg).
2024	9	21	265	12	123	32.7	242.8	5.13E+10	1.96E+11	2.66E+10	1.20E-11	431	937	3.23E+07	7.61E+08	3.58E+06	7.22E+05	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	124	32.7	242.8	4.82E+10	1.77E+11	2.35E+10	1.08E-11	443.8	937	3.12E+07	6.62E+08	3.30E+06	8.01E+05	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	125	32.7	242.8	4.55E+10	1.61E+11	2.07E+10	9.81E-12	456.1	937	3.03E+07	5.79E+08	3.05E+06	8.87E+05	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	126	32.7	242.8	4.30E+10	1.46E+11	1.84E+10	8.94E-12	468.1	937	2.94E+07	5.08E+08	2.83E+06	9.80E+05	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	127	32.7	242.8	4.06E+10	1.33E+11	1.64E+10	8.17E-12	479.8	937	2.86E+07	4.47E+08	2.63E+06	1.08E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	128	32.7	242.8	3.85E+10	1.22E+11	1.47E+10	7.49E-12	491.1	937	2.78E+07	3.95E+08	2.45E+06	1.19E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	129	32.7	242.8	3.65E+10	1.12E+11	1.31E+10	6.89E-12	502.2	937	2.71E+07	3.51E+08	2.29E+06	1.31E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	130	32.7	242.8	3.47E+10	1.03E+11	1.18E+10	6.35E-12	513	937	2.65E+07	3.12E+08	2.14E+06	1.44E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	131	32.7	242.8	3.30E+10	9.47E+10	1.06E+10	5.86E-12	523.6	937	2.59E+07	2.78E+08	2.00E+06	1.57E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	132	32.7	242.8	3.14E+10	8.75E+10	9.61E+09	5.43E-12	533.9	937	2.53E+07	2.48E+08	1.88E+06	1.72E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	133	32.7	242.8	2.99E+10	8.09E+10	8.70E+09	5.04E-12	543.9	937	2.48E+07	2.23E+08	1.77E+06	1.87E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	134	32.7	242.8	2.85E+10	7.50E+10	7.89E+09	4.68E-12	553.7	937	2.43E+07	2.00E+08	1.66E+06	2.03E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	135	32.7	242.8	2.72E+10	6.97E+10	7.17E+09	4.36E-12	563.2	937	2.38E+07	1.80E+08	1.56E+06	2.21E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	136	32.7	242.8	2.60E+10	6.48E+10	6.54E+09	4.07E-12	572.5	937	2.34E+07	1.62E+08	1.48E+06	2.39E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	137	32.7	242.8	2.49E+10	6.04E+10	5.97E+09	3.80E-12	581.5	937	2.30E+07	1.47E+08	1.39E+06	2.59E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	138	32.7	242.8	2.39E+10	5.64E+10	5.45E+09	3.56E-12	590.3	937	2.26E+07	1.33E+08	1.32E+06	2.79E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	139	32.7	242.8	2.29E+10	5.27E+10	5.00E+09	3.33E-12	598.9	937	2.22E+07	1.20E+08	1.25E+06	3.01E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	140	32.7	242.8	2.20E+10	4.93E+10	4.58E+09	3.13E-12	607.3	937	2.18E+07	1.09E+08	1.18E+06	3.24E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	141	32.7	242.8	2.11E+10	4.62E+10	4.21E+09	2.94E-12	615.5	937	2.15E+07	9.96E+07	1.12E+06	3.47E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	142	32.7	242.8	2.03E+10	4.34E+10	3.88E+09	2.77E-12	623.5	937	2.12E+07	9.07E+07	1.07E+06	3.72E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	143	32.7	242.8	1.95E+10	4.07E+10	3.57E+09	2.61E-12	631.2	937	2.08E+07	8.28E+07	1.02E+06	3.98E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	144	32.7	242.8	1.88E+10	3.83E+10	3.30E+09	2.46E-12	638.8	937	2.06E+07	7.57E+07	9.66E+05	4.25E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	145	32.7	242.8	1.81E+10	3.60E+10	3.05E+09	2.32E-12	646.2	937	2.03E+07	6.93E+07	9.21E+05	4.52E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	146	32.7	242.8	1.74E+10	3.39E+10	2.82E+09	2.20E-12	653.4	937	2.00E+07	6.35E+07	8.78E+05	4.81E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	147	32.7	242.8	1.68E+10	3.20E+10	2.61E+09	2.08E-12	660.4	937	1.98E+07	5.83E+07	8.38E+05	5.10E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	148	32.7	242.8	1.62E+10	3.02E+10	2.42E+09	1.97E-12	667.2	937	1.95E+07	5.36E+07	8.01E+05	5.41E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
2024	9	21	265	12	149	32.7	242.8	1.56E+10	2.85E+10	2.25E+09	1.87E-12	673.9	937	1.93E+07	4.93E+07	7.66E+05	5.72E+06	153.9	153.9	5.1	4	5	7	7	6.1	14.6
